"id","name","keyword"
14,"Infrastructuur","amhaouch"
14,"Infrastructuur","belangenverstrengeling"
14,"Infrastructuur","beperking"
14,"Infrastructuur","binnenvaart"
14,"Infrastructuur","dank"
14,"Infrastructuur","gemeenten"
14,"Infrastructuur","gemeenteraadsverkiezingen"
14,"Infrastructuur","ger"
14,"Infrastructuur","green"
14,"Infrastructuur","herindeling"
14,"Infrastructuur","hoorden"
14,"Infrastructuur","ijkpunt"
14,"Infrastructuur","ik"
14,"Infrastructuur","innovatie"
14,"Infrastructuur","kamer"
14,"Infrastructuur","kansrijke"
14,"Infrastructuur","kettingbeding"
14,"Infrastructuur","knelpunten"
14,"Infrastructuur","kr"
14,"Infrastructuur","kwantitatieve"
14,"Infrastructuur","lib"
14,"Infrastructuur","lijst"
14,"Infrastructuur","luchthaven"
14,"Infrastructuur","luchtvaart"
14,"Infrastructuur","martels"
14,"Infrastructuur","mensen"
14,"Infrastructuur","minister"
14,"Infrastructuur","moeten"
14,"Infrastructuur","motie"
14,"Infrastructuur","moties"
14,"Infrastructuur","ns"
14,"Infrastructuur","oplossingen"
14,"Infrastructuur","ors"
14,"Infrastructuur","overleg"
14,"Infrastructuur","pijp"
14,"Infrastructuur","prorail"
14,"Infrastructuur","rijbaan"
14,"Infrastructuur","scheepvaart"
14,"Infrastructuur","schiphol"
14,"Infrastructuur","snorfiets"
14,"Infrastructuur","stuk"
14,"Infrastructuur","verdrag"
14,"Infrastructuur","verkeersveiligheid"
14,"Infrastructuur","verladers"
14,"Infrastructuur","vn"
14,"Infrastructuur","von"
14,"Infrastructuur","vraag"
14,"Infrastructuur","wassenberg"
14,"Infrastructuur","we"
14,"Infrastructuur","wel"
15,"Onderwijs","ao"
15,"Onderwijs","beroepsonderwijs"
15,"Onderwijs","beste"
